_r,_RAJ2000,_DEJ2000,KIC,Teff,e_Teff,r_Teff,n_Teff,log(g),e_log(g),r_log(g),n_log(g),[Fe/H],e_[Fe/H],r_[Fe/H],n_[Fe/H],T,Teff1,log.g1,[Fe/H]1,R,M,n_M,rho,Ref,_RA,_DE
arcsec,h:m:s,d:m:s, ,K,K, , ,[cm/s2],[cm/s2], , ,[Sun],[Sun], , , ,K,[cm/s2],[Sun],Rsun,Msun, ,g/cm3, ,deg,deg
----,-----------,-----------,--------,-----,----,--,---,------,------,--,---,------,------,--,---,---,-----,------,------,-------,------,----,---------,--,---------,---------
0.05,19 22 19.31,+44 52 49.1,8685982,6402,224,54,PHO,3.593,0.4,54,PHO,0.08,0.3,54,PHO,0,6389,3.58,0.07,3.536,1.736,DSEP,5.53E-02,  ,290.58044,44.88031
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 32 56.10,+44 53 52.2,8692797,5131,152,1,PHO,3.572,0.4,0,KIC,-0.467,0.3,0,KIC,1,5126,3.575,-0.46,2.582,0.915,DSEP,7.49E-02,  ,293.23376,44.89784
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 33 01.79,+44 52 56.2,8692850,5022,145,1,PHO,3.544,0.4,0,KIC,0.289,0.3,0,KIC,1,5024,3.556,0.3,3.445,1.558,DSEP,5.37E-02,  ,293.25745,44.88229
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 55 59.90,+44 53 03.7,8712011,5257,178,1,PHO,3.519,0.4,0,KIC,-0.769,0.3,0,KIC,1,5254,3.511,-0.76,2.71,0.869,DSEP,6.15E-02,  ,298.99957,44.88437
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 56 21.37,+44 52 53.9,8712308,6106,218,1,PHO,3.578,0.4,0,KIC,-0.146,0.3,0,KIC,1,6112,3.585,-0.14,3.317,1.545,DSEP,5.96E-02,  ,299.08905,44.88163
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 56 55.88,+44 50 16.9,8712804,6005,213,1,PHO,3.565,0.4,0,KIC,-0.064,0.3,0,KIC,1,6006,3.582,-0.06,3.355,1.568,DSEP,5.85E-02,  ,299.23282,44.83804
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 59 25.33,+44 52 31.4,8715096,5632,181,1,PHO,3.508,0.4,0,KIC,-0.042,0.3,0,KIC,1,5637,3.531,-0.04,3.635,1.636,DSEP,4.80E-02,  ,299.85556,44.87539
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 00 00.24,+44 49 42.6,8715589,5226,163,1,PHO,3.556,0.4,0,KIC,-0.269,0.3,0,KIC,1,5222,3.556,-0.26,3.162,1.312,DSEP,5.85E-02,  ,300.00098,44.8285
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 00 41.72,+44 51 26.1,8716187,6567,218,1,PHO,3.557,0.4,0,KIC,0.009,0.3,0,KIC,1,6570,3.548,0,3.742,1.806,DSEP,4.85E-02,  ,300.17383,44.85726
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,20 02 01.98,+44 53 54.0,8717374,6159,228,1,PHO,3.593,0.4,0,KIC,-0.57,0.3,0,KIC,1,6167,3.572,-0.58,3.175,1.374,DSEP,6.05E-02,  ,300.50824,44.89834
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,20 04 00.94,+44 53 08.1,8719034,6302,248,1,PHO,3.578,0.4,0,KIC,0.174,0.3,0,KIC,1,6312,3.579,0.18,3.573,1.766,DSEP,5.45E-02,  ,301.00391,44.88559
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,18 53 51.00,+44 59 03.0,8736290,5085,148,1,PHO,3.53,0.4,0,KIC,-0.64,0.3,0,KIC,1,5107,3.49,-0.58,2.706,0.825,DSEP,5.86E-02,  ,283.46252,44.98418
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 58 37.26,+44 55 15.2,8738545,5292,154,1,PHO,3.581,0.4,0,KIC,-0.162,0.3,0,KIC,1,5294,3.571,-0.18,3.258,1.441,DSEP,5.87E-02,  ,284.65527,44.9209
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 58 41.20,+44 57 51.1,8738569,5115,151,1,PHO,3.548,0.4,0,KIC,0.173,0.3,0,KIC,1,5109,3.539,0.16,3.534,1.577,DSEP,5.03E-02,  ,284.67166,44.9642
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 08 31.02,+44 57 50.1,8742874,5248,172,1,PHO,3.5,0.4,0,KIC,-1.516,0.3,0,KIC,1,5366,3.303,-1.44,3.227,0.762,DSEP,3.20E-02,  ,287.12927,44.96391
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 08 58.14,+44 58 51.7,8743064,5110,148,1,PHO,3.513,0.4,0,KIC,-0.238,0.3,0,KIC,1,5113,3.501,-0.24,3.199,1.184,DSEP,5.09E-02,  ,287.24225,44.98103
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 21 37.90,+44 57 50.2,8749844,9494,332,0,KIC,3.595,0.4,0,KIC,0.019,0.3,0,KIC,1,9492,3.619,0.07,4.298,2.806,DSEP,4.98E-02,  ,290.40793,44.96394
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 24 28.84,+44 59 03.4,8751688,5085,161,1,PHO,3.504,0.4,0,KIC,0.493,0.3,0,KIC,1,5074,3.526,0.48,3.757,1.729,DSEP,4.59E-02,  ,291.12015,44.98428
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 39 07.10,+44 59 24.6,8761312,5208,156,1,PHO,3.53,0.4,0,KIC,-0.389,0.3,0,KIC,1,5209,3.538,-0.38,3.028,1.155,DSEP,5.86E-02,  ,294.77957,44.99016
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 40 12.73,+44 59 38.9,8762102,5075,147,1,PHO,3.531,0.4,0,KIC,0.073,0.3,0,KIC,1,5071,3.514,0.07,3.519,1.475,DSEP,4.77E-02,  ,295.05304,44.99414
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 46 09.20,+44 59 09.8,8766619,6570,131,4,SPE,3.59,0.15,4,SPE,0.19,0.15,4,SPE,1,6569,3.59,0.18,3.732,1.974,DSEP,5.35E-02,  ,296.53833,44.98606
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 51 31.20,+44 57 20.7,8771702,5296,163,1,PHO,3.522,0.4,0,KIC,0.034,0.3,0,KIC,1,5305,3.53,0.04,3.664,1.659,DSEP,4.75E-02,  ,297.88,44.95574
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 53 44.66,+44 54 52.8,8773921,5383,175,1,PHO,3.58,0.4,0,KIC,0.027,0.3,0,KIC,1,5397,3.583,0.04,3.383,1.597,DSEP,5.81E-02,  ,298.43607,44.91467
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 53 46.19,+44 54 39.3,8773948,5930,213,1,PHO,3.569,0.4,0,KIC,-0.623,0.3,0,KIC,1,5934,3.581,-0.62,3.075,1.315,DSEP,6.37E-02,  ,298.44244,44.91091
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 57 27.70,+44 55 38.8,8777449,5878,212,1,PHO,3.527,0.4,0,KIC,-0.227,0.3,0,KIC,1,5865,3.534,-0.24,3.49,1.518,DSEP,5.03E-02,  ,299.36542,44.92744
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 57 51.66,+44 55 52.5,8777770,5689,179,1,PHO,3.593,0.4,0,KIC,-0.76,0.3,0,KIC,1,5689,3.621,-0.76,2.679,1.092,DSEP,8.00E-02,  ,299.46527,44.93125
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20 00 17.04,+44 54 19.0,8779965,5808,171,1,PHO,3.578,0.4,0,KIC,-0.155,0.3,0,KIC,1,5819,3.55,-0.14,3.459,1.547,DSEP,5.27E-02,  ,300.07098,44.90528
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,20 03 58.07,+44 59 47.0,8783286,5819,163,1,PHO,3.586,0.4,0,KIC,-0.037,0.3,0,KIC,1,5826,3.572,-0.02,3.408,1.58,DSEP,5.62E-02,  ,300.99194,44.9964
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 53 18.46,+45 04 44.9,8801084,5163,155,1,PHO,3.544,0.4,0,KIC,-0.819,0.3,0,KIC,1,5193,3.472,-0.76,2.732,0.807,DSEP,5.57E-02,  ,283.3269,45.07914
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 59 11.27,+45 05 56.7,8803882,5250,169,1,PHO,3.514,0.4,0,KIC,0.064,0.3,0,KIC,1,5242,3.511,0.06,3.751,1.665,DSEP,4.44E-02,  ,284.79694,45.09909
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 59 48.17,+45 00 32.1,8804145,5168,150,1,PHO,3.524,0.4,0,KIC,-0.211,0.3,0,KIC,1,5166,3.511,-0.22,3.347,1.325,DSEP,4.98E-02,  ,284.95071,45.00891
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 16 44.82,+45 02 14.7,8812211,5293,162,1,PHO,3.513,0.4,0,KIC,-0.666,0.3,0,KIC,1,5289,3.518,-0.66,2.896,1.007,DSEP,5.84E-02,  ,289.18674,45.03742
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 17 01.12,+45 03 18.8,8812360,5159,153,1,PHO,3.528,0.4,0,KIC,-0.327,0.3,0,KIC,1,5158,3.541,-0.32,2.995,1.137,DSEP,5.96E-02,  ,289.25467,45.05521
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,19 27 40.82,+45 03 48.4,8819161,5132,179,0,KIC,3.503,0.4,0,KIC,-0.209,0.3,0,KIC,0,5128,3.5,-0.22,3.321,1.274,DSEP,4.90E-02,  ,291.9201,45.06343
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 46 33.11,+45 00 47.3,8832100,4965,145,1,PHO,3.596,0.4,0,KIC,-0.156,0.3,0,KIC,1,4962,3.593,-0.16,2.579,0.95,DSEP,7.80E-02,  ,296.63794,45.01313
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 56 19.19,+45 03 02.9,8841307,5129,156,1,PHO,3.578,0.4,0,KIC,-0.208,0.3,0,KIC,1,5133,3.576,-0.2,2.989,1.226,DSEP,6.47E-02,  ,299.07996,45.0508
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 58 37.77,+45 03 04.6,8843313,5499,181,1,PHO,3.509,0.4,0,KIC,-0.947,0.3,0,KIC,1,5497,3.517,-0.94,2.918,1.021,DSEP,5.79E-02,  ,299.65738,45.05127
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 03 43.59,+45 05 29.6,8847880,5939,207,54,PHO,3.587,0.4,54,PHO,-0.06,0.3,54,PHO,0,5951,3.575,-0.06,3.382,1.568,DSEP,5.71E-02,  ,300.93161,45.09157
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,18 56 28.84,+45 06 30.3,8868074,5385,158,1,PHO,3.584,0.4,0,KIC,-0.023,0.3,0,KIC,1,5381,3.632,-0.02,3.086,1.488,DSEP,7.13E-02,  ,284.12015,45.10842
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,18 57 13.00,+45 11 59.4,8868464,5299,157,1,PHO,3.527,0.4,0,KIC,-0.425,0.3,0,KIC,1,5297,3.532,-0.42,3.198,1.269,DSEP,5.47E-02,  ,284.30417,45.19982
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 19 23.89,+45 10 04.6,8880162,7112,208,1,PHO,3.564,0.4,0,KIC,-0.011,0.3,0,KIC,1,7112,3.594,0,3.805,2.074,DSEP,5.30E-02,  ,289.84955,45.16793
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 24 15.37,+45 10 19.3,8883515,5500,170,1,PHO,3.52,0.4,0,KIC,-0.207,0.3,0,KIC,1,5497,3.505,-0.22,3.686,1.586,DSEP,4.46E-02,  ,291.06403,45.17203
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 32 50.03,+45 11 19.0,8889305,6664,233,54,PHO,3.56,0.4,54,PHO,0.18,0.3,54,PHO,0,6660,3.597,0.18,3.705,1.977,DSEP,5.48E-02,  ,293.20847,45.18861
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 35 32.95,+45 11 22.3,8891195,5121,148,1,PHO,3.577,0.4,0,KIC,-0.31,0.3,0,KIC,1,5123,3.578,-0.32,2.752,1.045,DSEP,7.06E-02,  ,293.8873,45.18954
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 36 39.78,+45 10 10.6,8892085,5285,153,1,PHO,3.513,0.4,0,KIC,-0.145,0.3,0,KIC,1,5283,3.506,-0.16,3.632,1.545,DSEP,4.54E-02,  ,294.16574,45.1696
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 37 09.76,+45 06 26.7,8892485,7904,276,0,KIC,3.576,0.4,0,KIC,-0.235,0.3,0,KIC,1,7894,3.644,-0.24,3.521,1.995,DSEP,6.43E-02,  ,294.29065,45.10742
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 40 09.22,+45 08 41.1,8894773,4815,143,1,PHO,3.534,0.4,0,KIC,-0.573,0.3,0,KIC,1,4946,3.32,-0.32,3.376,0.868,DSEP,3.18E-02,  ,295.03842,45.14474
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 40 52.60,+45 10 44.8,8895336,8030,281,0,KIC,3.577,0.4,0,KIC,0.027,0.3,0,KIC,1,8022,3.576,0.07,4.22,2.446,DSEP,4.59E-02,  ,295.21915,45.17911
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 46 27.46,+45 06 16.2,8899395,5113,145,1,PHO,3.506,0.4,0,KIC,-0.151,0.3,0,KIC,1,5107,3.496,-0.16,3.391,1.314,DSEP,4.75E-02,  ,296.61441,45.10451
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 50 55.99,+45 10 44.5,8903851,5169,152,1,PHO,3.582,0.4,0,KIC,0.361,0.3,0,KIC,1,5158,3.579,0.36,3.471,1.666,DSEP,5.61E-02,  ,297.73328,45.17904
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 54 56.94,+45 06 27.7,8907769,5958,185,1,PHO,3.598,0.4,0,KIC,-0.308,0.3,0,KIC,1,5953,3.628,-0.32,2.993,1.39,DSEP,7.30E-02,  ,298.73727,45.10768
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 00 33.84,+45 06 48.7,8912556,5805,194,1,PHO,3.569,0.4,0,KIC,0.045,0.3,0,KIC,1,5810,3.583,0.04,3.38,1.594,DSEP,5.81E-02,  ,300.14102,45.11352
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,20 00 43.74,+45 10 27.3,8912696,5946,216,1,PHO,3.583,0.4,0,KIC,0.11,0.3,0,KIC,1,5956,3.601,0.12,3.33,1.615,DSEP,6.16E-02,  ,300.18225,45.17426
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 00 59.54,+45 06 33.5,8912911,7765,271,0,KIC,3.561,0.4,0,KIC,-0.095,0.3,0,KIC,1,7766,3.642,-0.12,3.574,2.039,DSEP,6.29E-02,  ,300.24808,45.10931
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,20 00 59.65,+45 07 43.5,8912915,5852,211,1,PHO,3.514,0.4,0,KIC,0.339,0.3,0,KIC,1,5849,3.508,0.34,3.915,1.801,DSEP,4.23E-02,  ,300.24854,45.12875
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 01 10.15,+45 09 04.5,8913061,5627,174,1,PHO,3.534,0.4,0,KIC,-0.262,0.3,0,KIC,1,5633,3.536,-0.24,3.48,1.52,DSEP,5.08E-02,  ,300.2923,45.15126
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,20 03 12.13,+45 09 53.9,8914866,8353,292,0,KIC,3.568,0.4,0,KIC,-0.146,0.3,0,KIC,1,8361,3.743,-0.14,3.174,2.031,DSEP,8.95E-02,  ,300.80054,45.16497
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18 58 18.11,+45 12 40.4,8936557,5157,160,1,PHO,3.522,0.4,0,KIC,0.171,0.3,0,KIC,1,5155,3.541,0.18,3.593,1.636,DSEP,4.97E-02,  ,284.57544,45.21123
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 17 41.28,+45 14 01.9,8946504,5126,153,1,PHO,3.519,0.4,0,KIC,-0.44,0.3,0,KIC,1,5125,3.526,-0.44,2.797,0.958,DSEP,6.16E-02,  ,289.422,45.23386
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 34 53.04,+45 17 53.6,8958073,4837,142,1,PHO,3.556,0.4,0,KIC,-0.267,0.3,0,KIC,1,4893,3.485,-0.14,2.838,0.899,DSEP,5.54E-02,  ,293.72098,45.29821
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 56 11.60,+45 13 24.1,8977790,5938,200,1,PHO,3.501,0.4,0,KIC,-0.308,0.3,0,KIC,1,5947,3.491,-0.28,3.723,1.566,DSEP,4.27E-02,  ,299.04834,45.22335
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 56 38.61,+45 13 50.0,8978158,5343,175,1,PHO,3.511,0.4,0,KIC,-0.14,0.3,0,KIC,1,5334,3.492,-0.14,3.773,1.61,DSEP,4.22E-02,  ,299.16089,45.23055
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 00 22.35,+45 20 02.2,9005963,5037,151,1,PHO,3.594,0.4,0,KIC,0.093,0.3,0,KIC,1,5040,3.591,0.1,3.111,1.38,DSEP,6.45E-02,  ,285.09314,45.33393
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 02 26.32,+45 21 16.3,9007021,5174,165,1,PHO,3.557,0.4,0,KIC,0.118,0.3,0,KIC,1,5176,3.534,0.12,3.605,1.621,DSEP,4.87E-02,  ,285.60968,45.35453
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 22 32.92,+45 22 51.9,9018739,5132,160,1,PHO,3.537,0.4,0,KIC,0.124,0.3,0,KIC,1,5125,3.535,0.12,3.54,1.567,DSEP,4.98E-02,  ,290.63715,45.38109
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 32 30.68,+45 21 49.3,9025557,6702,194,1,PHO,3.531,0.4,0,KIC,-0.649,0.3,0,KIC,1,6712,3.559,-0.66,3.388,1.519,DSEP,5.50E-02,  ,293.12784,45.3637
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 33 31.19,+45 18 49.9,9026248,5137,148,1,PHO,3.538,0.4,0,KIC,-0.218,0.3,0,KIC,1,5138,3.551,-0.22,3.098,1.245,DSEP,5.90E-02,  ,293.37994,45.31385
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 35 11.64,+45 23 44.2,9027404,5174,157,1,PHO,3.541,0.4,0,KIC,-0.147,0.3,0,KIC,1,5168,3.537,-0.16,3.306,1.373,DSEP,5.35E-02,  ,293.79849,45.39561
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 41 50.56,+45 22 56.4,9032509,5154,162,1,PHO,3.587,0.4,0,KIC,0.103,0.3,0,KIC,1,5143,3.571,0.1,3.345,1.521,DSEP,5.72E-02,  ,295.46066,45.38232
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 43 11.29,+45 22 23.5,9033613,5250,165,1,PHO,3.546,0.4,0,KIC,-0.215,0.3,0,KIC,1,5256,3.567,-0.22,3.214,1.39,DSEP,5.90E-02,  ,295.79706,45.37319
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 43 52.54,+45 22 28.2,9034252,5307,156,1,PHO,3.554,0.4,0,KIC,-0.334,0.3,0,KIC,1,5310,3.566,-0.32,3.182,1.359,DSEP,5.94E-02,  ,295.9689,45.37449
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 53 39.76,+45 18 41.7,9044567,8128,284,0,KIC,3.585,0.4,0,KIC,-0.113,0.3,0,KIC,1,8132,3.717,-0.1,3.277,2.046,DSEP,8.19E-02,  ,298.41565,45.31158
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 57 58.31,+45 20 33.3,9048506,4987,150,1,PHO,3.542,0.4,0,KIC,0.222,0.3,0,KIC,1,4985,3.545,0.22,3.36,1.444,DSEP,5.36E-02,  ,299.49295,45.34258
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,19 35 17.06,+45 27 09.8,9094270,4968,148,1,PHO,3.533,0.4,0,KIC,-0.433,0.3,0,KIC,1,4996,3.486,-0.36,2.77,0.858,DSEP,5.69E-02,  ,293.82108,45.45273
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 39 24.01,+45 27 34.7,9097533,6495,227,54,PHO,3.596,0.4,54,PHO,0.3,0.3,54,PHO,0,6492,3.584,0.3,3.784,2.001,DSEP,5.20E-02,  ,294.85004,45.45964
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 51 29.67,+45 27 57.4,9108447,5104,158,1,PHO,3.52,0.4,0,KIC,0.132,0.3,0,KIC,1,5099,3.543,0.12,3.461,1.526,DSEP,5.18E-02,  ,297.87363,45.46594
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20 01 13.43,+45 27 36.8,9117366,5921,213,1,PHO,3.587,0.4,0,KIC,-0.619,0.3,0,KIC,1,5934,3.581,-0.62,3.075,1.315,DSEP,6.37E-02,  ,300.30594,45.46022
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 02 03.42,+45 24 21.8,9118127,5520,174,1,PHO,3.544,0.4,0,KIC,-0.422,0.3,0,KIC,1,5515,3.531,-0.44,3.38,1.413,DSEP,5.16E-02,  ,300.51425,45.40605
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 02 31.79,+45 29 37.9,9118595,5870,205,1,PHO,3.563,0.4,0,KIC,-0.289,0.3,0,KIC,1,5858,3.566,-0.3,3.285,1.448,DSEP,5.76E-02,  ,300.63245,45.49387
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,20 02 43.46,+45 25 12.0,9118734,5642,187,1,PHO,3.587,0.4,0,KIC,0.086,0.3,0,KIC,1,5642,3.586,0.1,3.385,1.613,DSEP,5.85E-02,  ,300.68109,45.41999
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,20 03 33.68,+45 24 12.4,9119405,5791,204,1,PHO,3.548,0.4,0,KIC,-0.183,0.3,0,KIC,1,5786,3.542,-0.18,3.478,1.536,DSEP,5.14E-02,  ,300.89032,45.40343
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,18 51 48.68,+45 35 35.8,9137100,5254,162,1,PHO,3.579,0.4,0,KIC,0.001,0.3,0,KIC,1,5258,3.58,0.02,3.33,1.538,DSEP,5.87E-02,  ,282.95285,45.59329
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 14 11.60,+45 34 59.1,9147229,7521,263,0,KIC,3.567,0.4,0,KIC,-0.388,0.3,0,KIC,1,7542,3.531,-0.38,3.959,1.943,DSEP,4.41E-02,  ,288.54834,45.58309
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 25 10.63,+45 33 09.7,9153282,5171,158,1,PHO,3.535,0.4,0,KIC,-0.009,0.3,0,KIC,1,5171,3.524,0,3.549,1.536,DSEP,4.84E-02,  ,291.29431,45.55269
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 44 33.98,+45 35 59.9,9166099,4983,148,1,PHO,3.535,0.4,0,KIC,-0.211,0.3,0,KIC,1,4981,3.524,-0.22,2.793,0.951,DSEP,6.15E-02,  ,296.14157,45.59998
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 55 57.40,+45 31 38.5,9176321,8290,290,0,KIC,3.599,0.4,0,KIC,-0.126,0.3,0,KIC,1,8269,3.732,-0.12,3.217,2.039,DSEP,8.62E-02,  ,298.98917,45.52735
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 56 56.98,+45 34 51.7,9177141,6194,216,1,PHO,3.514,0.4,0,KIC,-0.365,0.3,0,KIC,1,6180,3.508,-0.38,3.614,1.535,DSEP,4.58E-02,  ,299.2374,45.58102
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 57 20.56,+45 31 16.0,9177480,6276,231,1,PHO,3.557,0.4,0,KIC,-0.204,0.3,0,KIC,1,6279,3.563,-0.2,3.448,1.586,DSEP,5.45E-02,  ,299.33566,45.52111
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,19 57 25.41,+45 33 05.5,9177547,5970,208,1,PHO,3.55,0.4,0,KIC,0.094,0.3,0,KIC,1,5968,3.556,0.08,3.564,1.666,DSEP,5.18E-02,  ,299.35587,45.55153
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 57 45.41,+45 33 35.3,9177807,5670,191,1,PHO,3.532,0.4,0,KIC,-0.025,0.3,0,KIC,1,5672,3.532,-0.02,3.637,1.642,DSEP,4.81E-02,  ,299.43921,45.55979
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,19 58 12.81,+45 31 19.4,9178185,5908,212,1,PHO,3.503,0.4,0,KIC,0.124,0.3,0,KIC,1,5908,3.497,0.12,3.915,1.755,DSEP,4.12E-02,  ,299.55338,45.52205
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 58 35.98,+45 35 33.9,9178548,6705,258,1,PHO,3.556,0.4,0,KIC,0.509,0.3,0,KIC,1,6705,3.55,0.48,4.087,2.161,DSEP,4.46E-02,  ,299.6499,45.59276
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,20 02 54.10,+45 35 46.0,9182572,5510,192,54,PHO,3.517,0.4,54,PHO,-0.66,0.3,54,PHO,0,5514,3.519,-0.66,3.258,1.278,DSEP,5.21E-02,  ,300.7254,45.59611
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 52 54.44,+45 41 51.8,9201604,5230,183,10,PHO,3.524,0.03,10,AST,-0.2,0.3,10,PHO,1,5230,3.524,-0.2,3.3,1.33,MULT,5.21E-02,10,283.22684,45.69772
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 55 10.04,+45 41 32.7,9202550,5337,156,1,PHO,3.578,0.4,0,KIC,-0.648,0.3,0,KIC,1,5333,3.57,-0.64,2.757,1.029,DSEP,6.92E-02,  ,283.79184,45.69243
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 02 20.83,+45 36 52.2,9205753,5299,162,1,PHO,3.523,0.4,0,KIC,-0.134,0.3,0,KIC,1,5284,3.539,-0.16,3.436,1.492,DSEP,5.18E-02,  ,285.58679,45.6145
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 22 12.77,+45 40 27.9,9215124,5043,146,1,PHO,3.542,0.4,0,KIC,-0.508,0.3,0,KIC,1,5060,3.511,-0.48,2.66,0.837,DSEP,6.27E-02,  ,290.55322,45.67441
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,19 37 28.49,+45 37 07.0,9224836,9062,317,54,PHO,3.592,0.4,54,PHO,-0.5,0.3,54,PHO,0,9038,3.629,-0.5,3.79,2.228,DSEP,5.76E-02,  ,294.36871,45.61862
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 56 49.60,+45 38 43.7,9240664,5580,188,1,PHO,3.502,0.4,0,KIC,-0.371,0.3,0,KIC,1,5575,3.516,-0.38,3.515,1.48,DSEP,4.80E-02,  ,299.20667,45.64547
,,,,,,,,,,,,,,,,,,,,,,,,,,
